Zavorotna,1,20,"2024.12.10, 02:09:28"
Zavorotna,5,100,"2024.12.10, 02:10:31"
Zavorotna,2,40,"2024.12.11, 01:04:51"
Аліна,1,20,"2024.12.12, 10:12:36"
Аліна,3,60,"2024.12.12, 10:15:59"
Аліна,3,60,"2024.12.12, 10:16:31"
Аліна,0,0,"2024.12.12, 10:19:52"
Аліна,3,60,"2024.12.12, 10:32:14"
Аліна,5,100,"2024.12.12, 10:32:34"
Аліна,3,60,"2024.12.15, 04:23:46"
